Gene	Product	Virulence?
yidQ	DUF1375 domain-containing putative lipoprotein	No
yidR	DUF3748 domain-containing galacturonate	No
yidX	putative lipoprotein YidX	No
yidZ	DNA-binding transcriptional dual regulator YidZ	No
yieE	putative phosphopantetheinyl transferase	No
yieF	quinone reductase	No
yieH	6-phosphogluconate phosphatase	No
yieK	putative glucosamine-6-phosphate deaminase YieK	No
yieL	putative hydrolase YieL	No
yieP	DNA-binding transcriptional dual regulator YieP	No
yifB	putative magnesium chelatase YifB	No
yigA	DUF484 domain-containing protein YigA	No
yigB	5-amino-6-(5-phospho-D-ribitylamino)uracil	No
yigE	DUF2233 domain-containing protein YigE	No
yigF	DUF2628 domain-containing protein YigF	No
yigG	inner membrane protein YigG	No
yigI	acyl-CoA thioesterase YigI	No
yigL	phosphosugar phosphatase YigL	No
yigZ	IMPACT family member YigZ	No
yihA	GTP-binding protein YihA	No
yihD	DUF1040 domain-containing protein YihD	No
yihF	DUF945 domain-containing protein YihF	No
yihG	1-acylglycerol-3-phosphate O-acyltransferase	No
yihI	Der GTPase-activating protein YihI	No
yihL	putative DNA-binding transcriptional regulator	No
yihM	putative TIM barrel domain-containing protein	No
yihN	putative transporter YihN	No
yihO	putative sulfoquinovose transporter	No
yihP	putative 2,3-dihydroxypropane-1-sulfonate export	No
yihQ	sulfoquinovosidase	No
yihR	putative sulfoquinovose mutarotase YihR	No
yihS	sulfoquinovose isomerase	No
yihT	6-deoxy-6-sulfofructose-1-phosphate aldolase	No
yihU	3-sulfolactaldehyde reductase	No
yihV	6-deoxy-6-sulfofructose kinase	No
yihX	alpha-D-glucose-1-phosphate phosphatase YihX	No
yihY	PF03631 family membrane protein YihY	No
yiiE	putative DNA-binding transcriptional regulator	No
yiiF	protein YiiF	No
yiiG	DUF3829 domain-containing lipoprotein YiiG	No
yiiM	6-hydroxyaminopurine reductase	No
yiiQ	DUF1454 domain-containing protein YiiQ	No
yiiR	DUF805 domain-containing protein YiiR	No
yiiS	DUF406 domain-containing protein YiiS	No
yiiX	putative lipid-binding hydrolase YiiX	No
yijD	DUF1422 domain-containing inner membrane protein	No
yijE	cystine exporter	No
yijF	DUF1287 domain-containing protein YijF	No
yijO	putative DNA-binding transcriptional regulator	No
yjaA	stress response protein	No
yjaB	peptidyl-lysine N-acetyltransferase YjaB	No
yjaG	DUF416 domain-containing protein YjaG	No
yjaH	DUF1481 domain-containing protein YjaH	No
yjaZ	protein YjaZ	No
yjbB	putative inorganic phosphate export protein	No
yjbD	DUF3811 domain-containing protein YjbD	No
yjbE	uncharacterized protein YjbE	No
yjbF	lipoprotein YjbF	No
yjbG	capsule biosynthesis GfcC family protein YjbG	No
yjbH	putative lipoprotein YjbH	No
yjbJ	putative stress response protein YjbJ	No
yjbL	uncharacterized protein YjbL	No
yjbM	DUF2713 domain-containing protein YjbM	No
yjbQ	PF01894 family protein YjbQ	No
yjbR	PF04237 family protein YjbR	No
yjbS	uncharacterized protein YjbS	No
yjbT	PF17089 family protein YjbT	No
yjcB	uncharacterized protein YjcB	No
yjcE	putative transporter YjcE	No
yjcF	pentapeptide repeat-containing protein YjcF	No
yjcH	DUF485 domain-containing inner membrane protein	No
yjcO	Sel1 repeat-containing protein YjcO	No
yjcS	linear primary-alkylsulfatase	No
yjdF	DUF2238 domain-containing inner membrane protein	No
yjdI	PF06902 family protein YjdI	No
yjdJ	putative N-acetyltransferase YjdJ	No
yjdM	zinc ribbon domain-containing protein YjdM	No
yjdN	PF06983 family protein YjdN	No
yjdP	protein YjdP	No
yjeH	L-methionine/branched chain amino acid exporter	No
yjeI	DUF4156 domain-containing lipoprotein YjeI	No
yjeJ	protein YjeJ	No
yjeM	putative transporter YjeM	No
yjeN	uncharacterized protein YjeN	No
yjeO	DUF2645 domain-containing inner membrane protein	No
yjeT	DUF2065 domain-containing protein YjeT	No
yjeV	uncharacterized protein YjeV	No
yjfC	peptide--spermidine ligase YjfC	No
yjfF	galactofuranose ABC transporter putative	No
yjfI	DUF2170 domain-containing protein YjfI	No
yjfJ	PspA family protein YjfJ	No
yjfK	DUF2491 domain-containing protein YjfK	No
yjfL	DUF350 domain-containing inner membrane protein	No
yjfM	DUF1190 domain-containing protein YjfM	No
yjfN	protease activator YjfN	No
yjfP	carboxylesterase	No
yjfY	DUF1471 domain-containing protein YjfY	No
yjfZ	DUF2686 domain-containing protein YjfZ	No
yjgA	putative ribosome biogenesis factor YjgA	No
yjgH	RutC family protein YjgH	No
yjgL	protein YjgL	No
yjgM	putative N-acetyltransferase YjgM	No
yjgN	inner membrane protein YjgN	No
yjgR	DUF853 domain-containing protein YjgR	No
yjgZ	uncharacterized protein YjgZ	No
yjhF	putative transporter YjhF	No
yjhG	D-xylonate dehydratase	No
yjhH	putative 2-dehydro-3-deoxy-D-pentonate aldolase	No
yjhI	putative DNA-binding transcriptional regulator	No
yjhP	putative methyltransferase YjhP	No
yjhQ	putative acetyltransferase TopAI antitoxin YjhQ	Yes
yjhU	putative DNA-binding transcriptional regulator	No
yjiA	P-loop guanosine triphosphatase YjiA	No
yjiC	DUF2686 domain-containing protein YjiC	No
yjiG	Gate family protein YjiG	No
yjiH	uncharacterized protein YjiH	No
yjiJ	putative transporter YjiJ	No
yjiK	PF06977 family protein YjiK	No
yjiL	putative ATPase, activator of	No
yjiM	putative dehydratase subunit	No
yjiN	DUF445 domain-containing protein YjiN	No
yjiR	fused putative DNA-binding transcriptional	No
yjiS	DUF1127 domain-containing protein YjiS	No
yjiT	putative uncharacterized protein YjiT	No
yjiX	PF04328 family protein YjiX	No
yjjA	DUF2501 domain-containing protein YjjA	No
yjjB	putative succinate exporter YjjB	No
yjjG	pyrimidine 5'-nucleotidase YjjG	No
yjjI	DUF3029 domain-containing protein YjjI	No
yjjP	putative succinate exporter YjjP	No
yjjQ	DNA-binding transcriptional repressor YjjQ	No
yjjU	putative patatin-like phospholipase YjjU	No
yjjV	putative metal-dependent hydrolase YjjV	No
yjjW	putative glycyl-radical enzyme activating enzyme	No
yjjX	inosine/xanthosine triphosphatase	No
yjjY	uncharacterized protein YjjY	No
yjjZ	DUF1435 domain-containing protein YjjZ	No
yjtD	putative tRNA/rRNA methyltransferase YjtD	No
ykfA	putative GTP-binding protein YkfA	No
ykfB	protein YkfB	No
ykfC	PF00078 domain-containing protein YkfC	No
ykfF	protein YkfF	No
ykfG	RadC-like JAB domain-containing protein YkfG	No
ykfH	DUF987 domain-containing protein YkfH	No
ykfI	toxin of the YkfI-YafW toxin-antitoxin system	Yes
ykfM	uncharacterized protein YkfM	No
ykfO	protein YkfO	No
ykgE	putative lactate utilization oxidoreductase	No
ykgF	putative amino acid dehydrogenase with	No
ykgG	DUF162 domain-containing lactate utilization	No
ykgH	uncharacterized protein YkgH	No
ykgJ	putative metal-chelating domain-containing	No
ykgL	uncharacterized protein YkgL	No
ykgM	50S ribosomal subunit protein L31B	No
ykgO	50S ribosomal subunit protein L36B	No
ykgR	putative membrane protein YkgR	No
ykgS	protein YkgS	No
ykgV	protein YkgV	No
ykiC	protein YkiC	No
ykiD	protein YkiD	No
ykiE	protein YkiE	No
ylaC	putative inner membrane protein	No
ylbE	DUF1116 domain-containing protein YlbE	No
ylbF	DUF2877 domain-containing protein YlbF	No
ylbG	putative DNA-binding transcriptional regulator	No
ylcG	uncharacterized protein YlcG	No
ylcH	uncharacterized protein YlcH	No
ylcI	DUF3950 domain-containing protein YlcI	No
ylcJ	protein YlcJ	No
yldA	protein YldA	No
yliI	aldose sugar dehydrogenase YliI	No
yliM	protein YliM	No
yljB	protein YljB	No
ymcE	protein YmcE	No
ymcF	protein YmcF	No
ymdA	uncharacterized protein YmdA	No
ymdB	2'-O-acetyl-ADP-ribose deacetylase, regulator of	No
ymdF	stress-induced bacterial acidophilic repeat	No
ymdG	protein YmdG	No
ymfA	putative inner membrane protein YmfA	No
ymfD	putative SAM-dependent methyltransferase YmfD	No
ymfE	uncharacterized protein YmfE	No
ymfH	putative protein YmfH	No
ymfI	uncharacterized protein YmfI	No
ymfJ	uncharacterized protein YmfJ	No
ymfK	putative repressor protein YmfK	No
ymfL	uncharacterized protein YmfL	No
ymfM	cell division inhibitor YmfM	No
ymfN	chimeric replication protein/phage terminase	No
ymfQ	DUF2313 domain-containing protein YmfQ	No
ymfR	IPR020297 domain-containing protein YmfR	No
ymfT	putative DNA-binding transcriptional regulator	No
ymgA	putative two-component system connector protein	No
ymgC	protein YmgC	No
ymgD	PF16456 family protein YmgD	No
ymgE	PF04226 family protein YmgE	No
ymgF	division septum component YmgF	No
ymgG	PF13436 family protein YmgG	No
ymgI	uncharacterized protein YmgI	No
ymgJ	uncharacterized protein YmgJ	No
ymgK	protein YmgK	No
ymgL	protein YmgL	No
ymgM	protein YmgM	No
ymgN	protein YmgN	No
ymiA	uncharacterized protein YmiA	No
ymiB	putative protein YmiB	No
ymiC	protein YmiC	No
ymiD	protein YmiD	No
ymjA	DUF2543 domain-containing protein YmjA	No
ymjC	putative uncharacterized protein YmjC	No
ymjD	uncharacterized protein YmjD	No
ymjE	protein YmjE	No
ynaA	putative prophage tail length tape measure	No
ynaE	uncharacterized protein YnaE	No
ynaI	small conductance mechanosensitive channel YnaI	No
ynaJ	DUF2534 domain-containing protein YnaJ	No
ynaK	ParB-like nuclease domain-containing protein	No
ynaL	protein YnaL	No
ynaM	protein YnaM	No
ynaN	protein YnaN	No
ynbA	CDP-alcohol phosphatidyltransferase	No
ynbB	putative CDP-diglyceride synthase	No
ynbC	hydrolase/methyltransferase domain-containing	No
ynbD	phosphatase domain-containing protein YnbD	No
ynbE	putative intermembrane phospholipid transport	No
ynbG	uncharacterized protein YnbG	No
yncE	PQQ-like domain-containing protein YncE	No
yncG	putative glutathione S-transferase YncG	No
yncH	DUF5445 domain-containing protein YncH	No
yncJ	DUF2554 domain-containing protein YncJ	No
yncL	uncharacterized protein YncL	No
yncO	protein YncO	No
yncP	protein YncP	No
yneE	PF01062 family inner membrane protein YneE	No
yneG	DUF4186 domain-containing protein YneG	No
yneK	protein YneK	No
yneP	protein YneP	No
ynfA	putative transporter YnfA	No
ynfB	DUF1283 domain-containing protein YnfB	No
ynfC	PF06788 family lipoprotein YnfC	No
ynfD	DUF1161 domain-containing protein YnfD	No
ynfE	putative selenate reductase YnfE	No
ynfF	putative selenate reductase YnfF	No
ynfG	putative oxidoreductase YnfG	No
ynfH	putative menaquinol dehydrogenase	No
ynfL	putative DNA-binding transcriptional regulator	No
ynfM	putative transporter YnfM	No
ynfN	protein YnfN	No
ynfO	DUF3950 domain-containing protein YnfO	No
ynfP	protein YnfP	No
ynfQ	protein YnfQ	No
ynfR	protein YnfR	No
ynfS	protein YnfS	No
ynfT	protein YnfT	No
ynfU	putative zinc-binding protein YnfU	No
ynhH	protein YnhH	No
yniA	putative kinase YniA	No
yniB	uncharacterized protein YniB	No
yniD	uncharacterized protein YniD	No
ynjA	AhpD-like domain-containing protein YnjA	No
ynjB	putative ABC transporter periplasmic binding	No
ynjC	putative ABC transporter membrane subunit YnjC	No
ynjD	putative ABC transporter ATP-binding protein	No
ynjE	molybdopterin synthase sulfurtransferase	No
ynjF	CDP-alcohol phosphatidyltransferase	No
ynjH	DUF1496 domain-containing protein YnjH	No
ynjI	DUF1266 domain-containing protein YnjI	No
yoaA	ATP-dependent DNA helicase YoaA	No
yoaB	RutC family protein YoaB	No
yoaC	DUF1889 domain-containing protein YoaC	No
yoaE	TerC family inner membrane protein YoaE	No
yoaF	DUF333 domain-containing lipoprotein YoaF	No
yoaG	DUF1869 domain-containing protein YoaG	No
yoaH	UFP0181 family protein YoaH	No
yoaI	protein YoaI	No
yoaJ	uncharacterized protein YoaJ	No
yoaK	putative membrane protein YoaK	No
yoaL	protein YoaL	No
yoaM	protein YoaM	No
yobA	copper-binding protein	No
yobB	putative carbon-nitrogen hydrolase family	No
yobD	DUF986 domain-containing inner membrane protein	No
yobF	DUF2527 domain-containing protein YobF	No
yobH	uncharacterized protein YobH	No
yobI	uncharacterized protein YobI	No
yodB	putative cytochrome b561 YodB	No
yodC	protein YodC	No
yodD	stress-induced protein	No
yodE	toxic protein YodE	No
yoeA	CP4-44 prophage; TonB-dependent receptor plug	No
yoeB	ribosome-dependent mRNA interferase toxin YoeB	Yes
yoeF	putative uncharacterized protein YoeF	No
yoeI	uncharacterized protein YoeI	No
yoeJ	protein YoeJ	No
yohC	putative inner membrane protein	No
yohD	DedA family protein YohD	No
yohF	putative oxidoreductase YohF	No
yohJ	putative 3-hydroxypropanoate export protein	No
yohK	putative 3-hydroxypropanoate export protein	No
yohO	UPF0387 family protein YohO	No
yohP	putative membrane protein YohP	No
yojI	ABC transporter family protein/microcin J25	No
yojO	uncharacterized protein YojO	No
ypaB	protein YpaB	No
ypdC	putative AraC-type DNA-binding transcriptional	No
ypdE	aminopeptidase YpdE	No
ypdF	aminopeptidase YpdF	No
ypdI	colanic acid synthesis putative lipoprotein	No
ypdJ	putative uncharacterized protein YpdJ	No
ypdK	putative membrane protein YpdK	No
ypeA	putative acetyltransferase YpeA	No
ypeB	PF12843 family protein YpeB	No
ypeC	DUF2502 domain-containing protein YpeC	No
ypeD	protein YpeD	No
ypfG	DUF1176 domain-containing protein YpfG	No
ypfH	esterase YpfH	No
ypfJ	uncharacterized protein YpfJ	No
ypfM	uncharacterized protein YpfM	No
ypfN	PF13980 family protein YpfN	No
yphA	putative inner membrane protein	No
yphB	putative aldose 1-epimerase YphB	No
yphC	putative zinc-binding dehydrogenase YphC	No
yphD	putative ABC transporter membrane subunit YphD	No
yphE	putative ABC transporter ATP-binding protein	No
yphF	putative ABC transporter periplasmic binding	No
yphG	DUF5107 domain-containing protein YphG	No
yphH	putative DNA-binding transcriptional regulator,	No
ypjA	adhesin-like autotransporter YpjA	No
ypjB	DUF5508 domain-containing protein YpjB	No
ypjC	DUF5507 domain-containing protein YpjC	No
ypjD	cytochrome c assembly family protein	No
ypjF	toxin of the YpjF-YfjZ toxin-antitoxin system	Yes
ypjJ	DUF987 domain-containing protein YpjJ	No
ypjK	uncharacterized protein YpjK	No
yqaA	DedA family protein YqaA	No
yqaB	fructose-1-phosphate phosphatase YqaB	No
yqaE	Pmp3 family protein YqaE	No
yqcA	putative flavodoxin YqcA	No
yqcC	DUF446 domain-containing protein YqcC	No
yqcE	putative transport protein YqcE	No
yqcG	cell envelope stress response protein YqcG	No
yqeA	putative amino acid kinase YqeA	No
yqeB	XdhC-CoxI family protein YqeB	No
yqeC	uncharacterized protein YqeC	No
yqeF	putative acyltransferase	No
yqeG	putative transporter YqeG	No
yqeH	putative LuxR family transcriptional regulator	No
yqeI	putative transcriptional regulator YqeI	No
yqeJ	protein YqeJ	No
yqeK	protein YqeK	No
yqeL	uncharacterized protein YqeL	No
yqfB	N(4)-acetylcytidine amidohydrolase	No
yqfG	uncharacterized protein YqfG	No
yqfH	protein YqfH	No
yqfI	protein YqfI	No
yqgA	DUF554 domain-containing protein YqgA	No
yqgB	acid stress response protein YqgB	No
yqgC	protein YqgC	No
yqgD	DUF2684 domain-containing protein YqgD	No
yqgE	DUF179 domain-containing protein YqgE	No
yqgF	ribonuclease H-like domain-containing nuclease	No
yqgG	protein YqgG	No
yqgH	protein YqgH	No
yqhA	UPF0114 family protein YqhA	No
yqhC	DNA-binding transcriptional activator YqhC	No
yqhD	NADPH-dependent aldehyde reductase YqhD	No
yqhG	DUF3828 domain-containing protein YqhG	No
yqhH	lipoprotein YqhH	No
yqhI	protein YqhI	No
yqhJ	protein YqhJ	No
yqiA	esterase YqiA	No
yqiB	DUF1249 domain-containing protein YqiB	No
yqiD	protein YqiD	No
yqiG	putative outer membrane usher protein YqiG	No
yqiH	putative fimbrial chaperone YqiH	No
yqiI	putative fimbrial protein YqiI	No
yqiJ	DUF1449 domain-containing inner membrane protein	No
yqiK	flotillin family inner membrane protein YqiK	No
yqiM	protein YqiM	No
yqjA	DedA family protein YqjA	No
yqjC	DUF1090 domain-containing protein YqjC	No
yqjD	ribosome- and membrane-associated DUF883	No
yqjE	inner membrane protein YqjE	No
yqjF	DoxX family protein	No
yqjG	glutathionyl-hydroquinone reductase YqjG	No
yqjK	PF13997 family protein YqjK	No
yraH	putative fimbrial protein YraH	No
yraI	putative fimbrial chaperone YraI	No
yraJ	putative fimbrial usher protein YraJ	No
yraK	putative fimbrial adhesin YraK	No
yraN	PF02021 family protein YraN	No
yraQ	permease family protein YraQ	No
yraR	putative nucleoside-diphosphate-sugar epimerase	No
yrbG	putative transport protein YrbG	No
yrbL	protein kinase-like domain-containing protein	No
yrbN	uncharacterized protein YrbN	No
yrdA	hexapeptide repeat-containing protein YrdA	No
yrdB	DUF1488 domain-containing protein YrdB	No
yrdD	putative DNA topoisomerase	No
yrdG	arfA-derived small regulatory RNA	No
yrfG	purine nucleotidase	No
yrfJ	protein YrfJ	No
yrhA	putative uncharacterized protein YrhA	No
yrhB	putative heat shock chaperone	No
yrhD	uncharacterized protein YrhD	No
yriA	protein YriA	No
yriB	protein YriB	No
ysaA	putative electron transport protein YsaA	No
ysaB	putative lipoprotein YsaB	No
ysaE	protein YsaE	No
ysdD	protein YsdD	No
ysdE	protein YsdE	No
ysgA	putative dienelactone hydrolase	No
ysgD	protein YsgD	No
yshB	uncharacterized protein YshB	No
ytcA	putative lipoprotein YtcA	No
ytcB	protein YtcB	No
ytfB	cell division protein YtfB	No
ytfE	[Fe-S] cluster repair protein YtfE	No
ytfF	inner membrane protein YtfF	No
ytfH	putative transcriptional regulator YtfH	No
ytfI	protein YtfI	No
ytfJ	PF09695 family protein YtfJ	No
ytfK	stringent response modulator YtfK	No
ytfP	gamma-glutamylamine cyclotransferase family	No
ytfQ	galactofuranose ABC transporter periplasmic	No
ytfR	galactofuranose ABC transporter putative ATP	No
ytfT	galactofuranose ABC transporter putative	No
ytgA	protein YtgA	No
ytgB	protein YtgB	No
ythA	uncharacterized protein YthA	No
ythB	protein YthB	No
ytiA	uncharacterized protein YtiA	No
ytiB	protein YtiB	No
ytiC	protein YtiC	No
ytiD	protein YtiD	No
ytiE	protein YtiE	No
ytjA	DUF1328 domain-containing protein YtjA	No
ytjB	putative inner membrane protein Smp	No
ytjC	putative phosphatase	No
ytjE	protein YtjE	No
yzcX	protein YzcX	No
yzgL	putative uncharacterized protein YzgL	No
zapA	cell division protein ZapA	No
zapB	cell division factor ZapB	No
zapC	cell division protein ZapC	No
zapD	cell division factor ZapD	No
zapE	cell division protein ZapE	No
zbiJ	small regulatory RNA ZbiJ	No
zinT	metal-binding protein ZinT	No
zipA	cell division protein ZipA	No
zitB	Zn(2(+))/Cd(2(+))/Ni(2(+))/Cu(2(+)) exporter	No
zntA	Zn(2(+))/Cd(2(+))/Pb(2(+)) exporting P-type	No
zntB	Zn(2(+)):H(+) symporter	No
zntR	DNA-binding transcriptional activator ZntR	No
znuA	Zn(2(+)) ABC transporter periplasmic binding	No
znuB	Zn(2(+)) ABC transporter membrane subunit	No
znuC	Zn(2(+)) ABC transporter ATP binding subunit	No
zraP	signaling pathway modulator ZraP	No
